salary_id,employer_name,location_state,location_country,location_latitude,location_longitude,job_title,job_title_category,job_title_rank,total_experience_years,employer_experience_years,annual_base_pay,signing_bonus,annual_bonus,stock_value_bonus,comments,submitted_at,total_experience_years_d
1721,old unicorn,,,,,sr. staff engineer,Engineering,Senior,20.0,2.0,190000.0,0.0,72000.0,,,3/21/2016 15:49,overDecade
1722,fidelity,,IE,53.0,-8.0,senior software engineer,Software,Senior,3.0,3.0,45000.0,1500.0,5000.0,0,,3/21/2016 15:49,other
1726,salesforce,,,,,software engineer,Software,,0.0,1.0,81000.0,123000.0,8100.0,,,3/21/2016 15:50,other
1728,halo neuroscience,,,,,engineer,Engineering,,2.0,2.0,82000.0,0.0,0.0,50,,3/21/2016 15:51,other
1729,consumer tech company,,,,,full stack engineer,Web,,1.5,1.5,100000.0,0.0,0.0,5000,,3/21/2016 15:52,other
1730,oracle,CA,US,37.46,-122.24,senior applications engineer,Engineering,Senior,6.0,0.5,134000.0,12500.0,0.0,0,,3/21/2016 15:52,other
1733,general motors,AZ,US,33.32,-111.87,software developer,Software,,1.5,1.5,61000.0,0.0,4.0,0,,3/21/2016 15:53,other
1734,tinal,,,,,it,Other,,10.0,6.0,39500.0,0.0,20.0,0,,3/21/2016 15:53,other
1736,moz,,,,,marketing manager,Management,,,,135000.0,0.0,0.0,,,3/21/2016 15:53,other
1737,microsoft,,,,,program manager,Management,,0.5,0.5,105000.0,50000.0,,,,3/21/2016 15:54,other
1738,the gay nigger assocation of america,CA,US,34.2,-118.54,hnic,Other,,15.0,15.0,250000.0,30000.0,90000.0,100000,,3/21/2016 15:54,overDecade
1739,zillow group,CA,US,33.74,-117.76,software developer,Software,,4.0,1.0,105000.0,2000.0,,1227 RSUs,,3/21/2016 15:54,other
1740,rightscale,,,,,product manager,Management,,3.0,1.0,95000.0,0.0,0.0,0,,3/21/2016 15:54,other
1741,usa company,,ES,40.0,-4.0,software engineer,Software,,7.0,2.0,130000.0,0.0,0.0,0,,3/21/2016 15:54,other
1742,financial,,,,,software developer,Software,,10.0,2.0,170000.0,0.0,145000.0,,,3/21/2016 15:55,other
1746,trendco,CA,US,38.0,-97.0,swe,Software,,3.0,3.0,150.0,100.0,20.0,0,,3/21/2016 15:56,other
1747,docker ecosystem company,,,,,developer evangelist,Software,,3.0,1.0,130000.0,0.0,0.0,0,,3/21/2016 15:57,other
1751,autodesk canada,,CA,60.0,-95.0,software developer,Software,,8.0,4.0,100000.0,5000.0,11000.0,6500,,3/21/2016 15:58,other
1754,startup,,,,,software engineer / data scientist,Data,,2.0,1.0,105000.0,0.0,0.0,180,,3/21/2016 16:00,other
1755,optum rx,,,,,solutions architect,Other,,15.0,2.0,130000.0,0.0,0.0,15000,,3/21/2016 16:00,overDecade
1757,cisco,,,,,software engineer,Software,,4.0,2.0,103000.0,5000.0,5000.0,0,,3/21/2016 16:00,other
1758,omnicom,,,,,senior engineer,Engineering,Senior,10.0,1.0,175000.0,0.0,15000.0,0,,3/21/2016 16:01,other
1759,biotech,,,,,software engineer,Software,,5.0,1.0,61146.0,0.0,6114.6,,"Great working environment, really happy.",3/21/2016 16:01,other
1761,bank of america,,,,,avp,Other,,,,58000.0,,3000.0,,,3/21/2016 16:01,other
1762,practice fusion,,,,,software engineer,Software,,10.0,8.0,115000.0,0.0,0.0,50000,,3/21/2016 16:01,other
1765,bigco,,,,,analyst,Data,,8.0,4.0,120000.0,5000.0,10000.0,0,,3/21/2016 16:03,other
1768,norwegian tax authority,,NO,62.0,10.0,senior systems engineer,Engineering,Senior,17.0,4.0,71000.0,0.0,0.0,0,,3/21/2016 16:04,overDecade
1769,jaguar land rover,,,,,electronic engineer,Engineering,,0.0,1.0,44508.6,2844.0,284.4,å£0,Salary in GBP,3/21/2016 16:04,other
1770,atlassian,,,,,principal product manager,Management,,12.0,8.0,195000.0,0.0,30000.0,20000,,3/21/2016 16:04,overDecade
1771,news org,,,,,senior developer,Software,Senior,13.0,2.0,93000.0,0.0,3000.0,0,,3/21/2016 16:05,overDecade
1774,altschool,,,,,full stack engineer,Web,,2.5,1.5,105000.0,0.0,13000.0,30000,,3/21/2016 16:05,other
1777,microsoft,WA,US,47.68,-122.12,software engineer,Software,,1.5,1.5,114500.0,5000.0,12000.0,12500,"50000 stock vested over 3.5 years at signing. 5000 signing cash, 5000 relocation cash (I moved myself). Got about 5000 in stock vesting over like 7 years this past year.",3/21/2016 16:05,other
1779,evernote,,,,,software engineer,Software,,3.0,1.0,105000.0,0.0,0.0,1000,,3/21/2016 16:06,other
1780,state street,NJ,US,40.35,-74.65,valuations officer / software dev,Software,,11.0,1.0,94000.0,0.0,1.0,0,,3/21/2016 16:07,overDecade
1781,amazon,,,,,sde1,Software,1,0.0,0.0,95000.0,27000.0,,"50,000",,3/21/2016 16:07,other
1786,unity technologies,,DK,56.0,10.0,software developer,Software,,9.0,1.0,74000.0,0.0,0.0,,,3/21/2016 16:08,other
1788,carfax,MO,US,38.0,-97.0,software developer,Software,,3.0,1.0,70000.0,0.0,7000.0,0,,3/21/2016 16:08,other
1789,self,,,,,software engineer,Software,,9.0,3.0,40000.0,0.0,0.0,0,,3/21/2016 16:08,other
1791,tune,WA,US,47.61,-122.33,software engineer 3,Software,3,6.0,2.0,120000.0,0.0,1000.0,1000,,3/21/2016 16:08,other
1792,self,,,,,dev,Other,,15.0,5.0,170640.0,0.0,0.0,0,UK C# Contractor,3/21/2016 16:10,overDecade
1794,wayfair,,,,,lead software engineer,Software,,3.0,3.0,110000.0,0.0,10000.0,10000,,3/21/2016 16:10,other
1796,palantir,,,,,forward deployed engineer,Engineering,,5.0,2.0,150000.0,20000.0,15000.0,25000,stock value = options/year * (FMV-strike),3/21/2016 16:10,other
1800,wells fargo,,,,,lead ux designer,Other,,10.0,2.0,125000.0,7000.0,15.0,,,3/21/2016 16:12,other
1801,vmware,,,,,member of technical staff iii,Other,3,,2.3,127000.0,5000.0,14000.0,,,3/21/2016 16:12,other
1803,kymeta,,,,,software engineer,Software,,,,120000.0,,,,,3/21/2016 16:13,other
1805,public,,ES,40.0,-4.0,programmer,Other,,,,23000.0,,,,,3/21/2016 16:13,other
1809,ibm,,,,,software developer,Software,,3.0,3.0,74000.0,10000.0,500.0,,,3/21/2016 16:15,other
1811,accenture,,,,,technology consultant,Other,,2.0,2.0,105000.0,10000.0,,,,3/21/2016 16:15,other
1814,interana,CA,US,37.46,-122.24,site reliability engineer,Engineering,,5.0,0.5,140000.0,0.0,,,,3/21/2016 16:16,other
1816,ibm,,,,,software develoepr,Software,,2.0,2.0,30000.0,0.0,300.0,0,"Pay is quite shit, but work/life balance and flexibility is amazing.",3/21/2016 16:16,other
1817,demonware,,,,,site reliability engineer,Engineering,,8.0,1.0,112000.0,10000.0,12000.0,0,,3/21/2016 16:18,other
1819,mercury group of companies,,AU,-27.0,133.0,senior .net developer,Software,Senior,16.0,2.0,105000.0,,,,,3/21/2016 16:19,overDecade
1821,edu-tech,,,,,engineer,Engineering,,4.0,2.0,42660.0,,,Meh,,3/21/2016 16:19,other
1823,joyent,,,,,software engineer,Software,,10.0,4.0,70000.0,0.0,0.0,0,,3/21/2016 16:19,other
1826,twitter,,,,,sr enginner,Other,Senior,13.0,1.0,155000.0,,,100000,"Stock value was at time of offer, not now. :-(",3/21/2016 16:20,overDecade
1827,microsoft,,,,,software engineer,Software,,5.0,2.0,108000.0,50000.0,,5000,,3/21/2016 16:20,other
1830,sfr,,FR,46.0,2.0,network engineer,Engineering,,3.0,2.0,40000.0,,5500.0,,,3/21/2016 16:22,other
1831,bw,BC,CA,60.0,-95.0,web developer,Web,,3.0,1.0,60000.0,0.0,300.0,0,,3/21/2016 16:22,other
1832,liberty mutual,NH,US,38.0,-97.0,developer intern,Software,Intern,3.0,1.5,48000.0,0.0,0.0,0,,3/21/2016 16:22,other
1834,nokia,,CA,60.0,-95.0,software designer,Software,,4.0,1.0,56000.0,0.0,0.0,0,,3/21/2016 16:23,other
1837,google,CA,US,37.41,-122.05,software engineer,Software,,6.0,1.0,130000.0,0.0,20000.0,180000,,3/21/2016 16:24,other
1838,emc,,,,,full stack web developer,Web,,20.0,1.0,182000.0,0.0,30000.0,62000,,3/21/2016 16:25,overDecade
1841,synopsys,CA,US,37.41,-122.05,software engineer,Software,,1.0,1.0,97000.0,,10000.0,,,3/21/2016 16:25,other
1848,linkedin,,,,,senior software engineer,Software,Senior,7.0,1.0,165000.0,40000.0,16500.0,100000,,3/21/2016 16:28,other
1853,ibm,,CA,60.0,-95.0,software engineer,Software,,4.0,4.0,75000.0,,4000.0,2000,,3/21/2016 16:29,other
1854,ibm,TX,US,30.26,-97.74,software engineer,Software,,2.0,2.0,82000.0,3000.0,2000.0,0,,3/21/2016 16:29,other
1855,airbnb,,,,,software engineer,Software,,10.0,4.0,185000.0,0.0,0.0,"50,000",,3/21/2016 16:30,other
1856,intuit,,,,,sde co-op,Software,,0.0,0.0,81120.0,7500.0,,,,3/21/2016 16:30,other
1857,dell,,,,,senior developer,Software,Senior,17.0,3.0,130000.0,0.0,11000.0,0,,3/21/2016 16:31,overDecade
1858,j p morgan,,,,,software engineer,Software,,1.0,1.0,48348.0,7110.0,2844.0,0,,3/21/2016 16:31,other
1859,disney interactive,CA,US,34.17,-118.29,software engineer,Software,,4.0,3.0,88000.0,0.0,25000.0,0,"All mid-level engineers and below are hourly so my base is $42 an hour which is 88k/yr, but with overtime I made over 115k.",3/21/2016 16:31,other
1861,local government,,,,,senior it engineer,Engineering,Senior,11.0,9.0,109000.0,,,,,3/21/2016 16:32,overDecade
1862,ford,MI,US,38.0,-97.0,mobile software engineer,Software,,4.0,3.0,82500.0,6000.0,6500.0,0,,3/21/2016 16:33,other
1863,well funded non-profit,WA,US,38.0,-97.0,senior software engineer,Software,Senior,11.0,4.0,146000.0,,2600.0,,,3/21/2016 16:33,overDecade
1864,microsoft,WA,US,47.68,-122.12,program manager,Management,,20.0,10.0,185000.0,185000.0,40000.0,"50,000",,3/21/2016 16:35,overDecade
1865,liaison technologies,GA,US,33.64,-84.39,software engineer,Software,,3.0,1.0,90000.0,,,none,,3/21/2016 16:35,other
1866,groupon,,,,,software engineer 2,Software,2,10.0,2.0,105000.0,10000.0,2000.0,10000,get paid to watch tv,3/21/2016 16:35,other
1867,etsy,NY,US,38.0,-97.0,senior software engineer,Software,Senior,4.5,3.5,135.0,0.0,0.0,3718,,3/21/2016 16:35,other
1871,livefyre,,,,,senior software engineer,Software,Senior,6.0,1.5,145000.0,0.0,0.0,0,,3/21/2016 16:37,other
1873,small consulting firm,TX,US,29.76,-95.38,web developer,Web,,3.0,1.0,56000.0,0.0,0.0,0,"Pretty strict 40 hours a week. Work is much more interesting than a lot of places, and I get a lot of say in tech stack. I am one of only 3 developers total. ",3/21/2016 16:38,other
1876,undisclosed startup (75 people),TX,US,30.26,-97.74,senior full stack engineer,Engineering,Senior,20.0,0.0,130000.0,0.0,0.0,0,,3/21/2016 16:39,overDecade
1877,ericsson,CA,US,37.38,-121.89,system engineer - iv,Engineering,4,9.0,7.0,141000.0,0.0,14000.0,0,,3/21/2016 16:39,other
1879,ibm,,DE,51.0,9.0,it architect mobile solutions,Other,,2.0,2.0,51000.0,0.0,2000.0,0,,3/21/2016 16:40,other
1880,google,,,,,software engineer,Software,,4.0,4.0,130500.0,,25000.0,"100,000",,3/21/2016 16:40,other
1883,abc.xyz,,,,,architect,Other,,25.0,3.0,130000.0,20000.0,0.0,0,,3/21/2016 16:42,overDecade
1884,varagesale,ON,CA,60.0,-95.0,senior software developer,Software,Senior,8.0,0.25,120000.0,0.0,0.0,0,,3/21/2016 16:42,other
1885,ibm canada,,,,,band 7 software engineer,Software,,1.5,1.5,68940.0,10000.0,1500.0,0,,3/21/2016 16:42,other
1887,google,NY,US,38.0,-97.0,web developer,Web,,3.0,7.0,103000.0,0.0,15000.0,2000,,3/21/2016 16:43,other
1888,general dynamics mission systems,PA,US,40.35,-79.9,software engineer,Software,,20.0,7.0,140000.0,0.0,0.0,0,,3/21/2016 16:44,overDecade
1889,amazon,WA,US,47.61,-122.33,software developer engineer ii,Software,2,15.0,2.0,130000.0,40000.0,0.0,"15,000",,3/21/2016 16:44,overDecade
1891,contractor,,,,,software developer,Software,,3.0,1.0,184860.0,,,,"As a contractor my pay varies, but I'm typically paid å£500-600 a day",3/21/2016 16:44,other
1892,mid sized silicon valley startup,CA,US,37.38,-122.01,software engineer,Software,,4.0,1.0,140000.0,10000.0,28000.0,,,3/21/2016 16:44,other
1895,mathworks,MA,US,42.35,-71.06,software engineer,Software,,3.0,3.0,90000.0,5000.0,10000.0,0,,3/21/2016 16:46,other
1896,cisco,MA,US,38.0,-97.0,software engineer ii,Software,2,0.0,1.0,85000.0,0.0,0.0,20000,,3/21/2016 16:46,other
1897,paypal,,,,,member of technical staff,Other,,10.0,2.0,146000.0,15000.0,14600.0,"45,000",,3/21/2016 16:46,other
1900,a security company,GA,US,33.64,-84.39,devops engineer,Engineering,,10.0,3.0,78000.0,0.0,0.0,0,,3/21/2016 16:47,other
1901,facebook,,,,,engineering manager,Management,,4.0,4.0,230000.0,25000.0,50000.0,750000,,3/21/2016 16:47,other
1902,a video game company,,PL,52.0,20.0,front-end web developer,Web,,2.0,2.0,17000.0,,,,,3/21/2016 16:47,other
1904,of california,,,,,graduate student researcher,Other,,,,28359.0,0.0,0.0,0,,3/21/2016 16:48,other
1905,a research institute,,DE,51.0,9.0,postdoc,Other,,8.0,4.0,50000.0,0.0,0.0,0,,3/21/2016 16:48,other
1906,iheartradio,NY,US,40.71,-73.99,software engineer,Software,,1.5,1.0,100000.0,0.0,17000.0,0,No annual raise process,3/21/2016 16:49,other
1907,the climate,,,,,software engineer 2,Software,2,2.0,2.0,120000.0,5000.0,0.0,20000,,3/21/2016 16:50,other
1911,jamdeo canada,,CA,60.0,-95.0,android application developer,Software,,4.0,2.0,88000.0,0.0,8800.0,0,,3/21/2016 16:51,other
1913,dev shop using ms stack,,IE,53.0,-8.0,scrum master,Other,,5.0,1.5,67500.0,0.0,300.0,0,,3/21/2016 16:52,other
1914,motum b2b,,,,,web developer,Web,,5.0,3.0,52000.0,0.0,4000.0,0,,3/21/2016 16:52,other
1915,google,,,,,senior software engineer,Software,Senior,4.0,4.0,140000.0,0.0,30000.0,70000,,3/21/2016 16:52,other
1917,ai startup,,,,,r&d engineer,Engineering,,3.0,1.0,110000.0,,,68000,,3/21/2016 16:53,other
1919,b2b saas co.,UT,US,40.75,-111.9,software developer,Software,,4.0,3.0,78000.0,0.0,0.0,,,3/21/2016 16:54,other
1922,anon,CA,US,33.99,-118.39,associate applications engineer,Engineering,,1.0,0.0,110000.0,,,,,3/21/2016 16:54,other
1925,xyz,WA,US,47.68,-122.12,ceo,Management,,15.0,,240000.0,0.0,0.0,0,,3/21/2016 16:56,overDecade
1926,jp morgan,NY,US,38.0,-97.0,application developer,Software,,,,110000.0,10000.0,20000.0,6000,,3/21/2016 16:56,other
1929,epic systems,WI,US,42.98,-89.53,software developer,Software,,0.0,1.0,100000.0,,,,,3/21/2016 16:57,other
1931,appdynamics,,,,,senior software engineer,Software,Senior,10.0,1.0,175000.0,0.0,20000.0,100000,,3/21/2016 16:58,other
1935,nyc startup,,,,,full stack + android dev,Web,,4.0,2.0,100000.0,,,,,3/21/2016 17:00,other
1936,,,,,,robotics engineer,Engineering,,3.0,3.0,93000.0,0.0,6000.0,,,3/21/2016 17:00,other
1938,self-employeed,NY,US,38.0,-97.0,principal consultant,Other,,15.0,8.0,290000.0,0.0,0.0,0,,3/21/2016 17:01,overDecade
1939,mlb advanced media,NY,US,38.0,-97.0,front end developer,Web,,3.0,0.0,105000.0,0.0,5.0,,,3/21/2016 17:01,other
1940,appdynamics,,,,,software engineer 1,Software,1,1.0,1.0,110000.0,40000.0,,,,3/21/2016 17:01,other
1941,startup in la serving fortune 500,CA,US,33.99,-118.39,ux designer / front-end developer,Web,,5.0,1.0,90000.0,0.0,0.0,0,,3/21/2016 17:01,other
1942,video game studio,,,,,senior software engineer,Software,Senior,9.0,6.0,120000.0,0.0,0.0,0,,3/21/2016 17:02,other
1943,akamai,MA,US,42.35,-71.06,software engineer,Software,,2.0,2.0,115000.0,30000.0,11500.0,25000,Signing bonus and annual stock are both RSUs,3/21/2016 17:02,other
1945,spawar,,,,,computer scientist,Software,,14.0,8.0,92000.0,5000.0,0.0,0,AKA Space and Naval Warfare Systems Center/SSC Pacific/Navy,3/21/2016 17:02,overDecade
1946,amazon,CA,US,33.74,-117.76,software engineer,Software,,8.0,4.0,160000.0,10000.0,,40000,,3/21/2016 17:03,other
1949,startup,NY,US,38.0,-97.0,software engineer,Software,,3.0,2.0,110000.0,0.0,0.0,,,3/21/2016 17:05,other
1950,apple,CA,US,38.0,-97.0,firmware engineer,Engineering,,,,105000.0,25000.0,30000.0,50000,Bonus based on overtime,3/21/2016 17:06,other
1952,tripadvisor,MA,US,42.28,-71.24,software engineer,Software,,0.0,0.0,105000.0,10000.0,,~17000,,3/21/2016 17:06,other
1954,emc,,,,,senior software development engineer,Software,Senior,5.0,4.0,100000.0,10000.0,10000.0,5000,,3/21/2016 17:08,other
1955,amazon,,,,,sde 1,Software,1,0.0,0.0,95000.0,27000.0,20000.0,"25,000 3rd and 4th year",,3/21/2016 17:08,other
1956,twitter,,,,,sre 1,Other,1,3.0,0.0,125000.0,10000.0,,12500,,3/21/2016 17:08,other
1958,health benefits startup,MA,US,42.35,-71.06,software engineer,Software,,,,85000.0,,,,,3/21/2016 17:09,other
1959,microsoft,,,,,software engineer,Software,,3.0,2.0,119320.0,25000.0,,2400,"+$19,642/yr in benefits, according to HR's estimate",3/21/2016 17:10,other
1962,miller instruments,BC,CA,60.0,-95.0,calibration technician,Other,,,,36000.0,,,,,3/21/2016 17:11,other
1963,google,,,,,software engineer,Software,,1.0,0.0,110000.0,15000.0,0.0,45000,Just graduating,3/21/2016 17:12,other
1964,twitter,,,,,sr software engineer,Software,Senior,9.0,3.0,175000.0,0.0,0.0,300000,,3/21/2016 17:13,other
1966,six to start,,,,,software engineer,Software,,5.0,1.0,42000.0,0.0,0.0,0,,3/21/2016 17:13,other
1967,apple,,,,,architect,Other,,15.0,1.0,188000.0,35000.0,28000.0,42000,,3/21/2016 17:14,overDecade
1969,200 emp software company,,,,,software engineer,Software,,9.0,5.0,175000.0,,15000.0,50000 (non liquid),,3/21/2016 17:15,other
1972,ibm,OH,US,39.98,-82.98,advisory software engineer,Software,,32.0,11.0,111000.0,0.0,1200.0,0,,3/21/2016 17:16,overDecade
1974,elastic,,PR,18.25,-66.5,software engineer,Software,,6.0,1.0,100000.0,5000.0,,9,,3/21/2016 17:18,other
1976,yahoo,CA,US,37.38,-122.01,software systems development engineer,Software,,4.0,2.0,126000.0,12000.0,8000.0,12000,,3/21/2016 17:19,other
1977,fireeye,,,,,devops engineer,Engineering,,10.0,1.7,108000.0,0.0,10000.0,4000,,3/21/2016 17:19,other
1982,e-commerce provider,,,,,development lead,Software,,14.0,8.0,98000.0,0.0,6000.0,0,,3/21/2016 17:22,overDecade
1983,ibm,TX,US,32.79,-96.76,ruby on rails developer,Software,,10.0,1.0,130000.0,0.0,5.0,,,3/21/2016 17:23,other
1985,amazon,,,,,software development engineer ii,Software,2,3.0,3.0,100000.0,50000.0,0.0,40000,,3/21/2016 17:24,other
1987,google,,,,,site reliability engineer,Engineering,,1.0,1.0,110000.0,15000.0,22000.0,46000,L3,3/21/2016 17:25,other
1988,okta,CA,US,37.77,-122.41,*operational role*,Other,,10.0,3.0,125000.0,0.0,0.0,5k shares,Pay significantly below researched market rate,3/21/2016 17:25,other
1989,google,,,,,software engineer (swe iii),Software,,8.0,1.0,150000.0,40000.0,22500.0,130000,,3/21/2016 17:26,other
1990,hudl,NE,US,38.0,-97.0,software engineer,Software,,3.0,2.0,90000.0,0.0,4500.0,,,3/21/2016 17:28,other
1991,dun & bradstreet,TX,US,30.26,-97.74,customer support technician,Other,,5.0,5.0,47000.0,,,,,3/21/2016 17:29,other
1993,mit bcs,MA,US,42.35,-71.06,graduate student,Other,,14.0,5.0,30000.0,0.0,0.0,0,,3/21/2016 17:30,overDecade
1994,moneylion,,,,,software engineer,Software,,10.0,1.0,32524.0,0.0,0.0,0,,3/21/2016 17:30,other
1995,small startup,,,,,data scientist,Data,,1.0,1.0,90000.0,0.0,0.0,,,3/21/2016 17:30,other
1996,stripe,,,,,software engineer,Software,,2.0,2.0,160000.0,,,500000,,3/21/2016 17:30,other
1998,leonteq securities ag,,,,,software engineer,Software,,8.0,1.0,130000.0,,,,,3/21/2016 17:31,other
1999,higher learning technology,IA,US,38.0,-97.0,software engineer,Software,,15.0,2.0,130000.0,0.0,0.0,0,,3/21/2016 17:32,overDecade
2001,google,CA,US,37.41,-122.05,swe,Software,,2.0,2.0,160000.0,0.0,24000.0,40000,,3/21/2016 17:32,other
2002,twitter,,,,,software engineer,Software,,8.0,1.5,210000.0,0.0,0.0,"$400,000 ",,3/21/2016 17:33,other
2004,startup medical devices,,,,,senior software engineer,Software,Senior,18.0,1.0,165000.0,0.0,0.0,0,,3/21/2016 17:34,overDecade
2005,jaguar land rover,OR,US,45.44,-122.52,software engineer,Software,,8.0,2.0,95000.0,,13000.0,,,3/21/2016 17:34,other
2008,lyft,,,,,tech lead,Software,,6.0,1.0,170000.0,0.0,0.0,100000,,3/21/2016 17:35,other
2009,webcme,,,,,web developer,Web,,10.0,3.0,30000.0,0.0,0.0,0,,3/21/2016 17:35,other
2010,micrsoft,,,,,principle software engineer,Software,,10.0,2.0,175000.0,100000.0,30000.0,75000,,3/21/2016 17:36,other
2011,insurance company,,,,,software developer,Software,,3.0,0.5,62000.0,,6000.0,,,3/21/2016 17:36,other
2015,government,,,,,ee,Other,,2.0,1.0,102000.0,0.0,0.0,0,,3/21/2016 17:37,other
2016,bob,,,,,manager,Management,,12.0,10.0,120000.0,0.0,0.0,0,,3/21/2016 17:38,overDecade
2017,b2b startup,,,,,software engineer,Software,,15.0,3.0,200000.0,0.0,50000.0,30000,,3/21/2016 17:39,overDecade
2018,ibm,,,,,application owner,Other,,5.0,1.0,40000.0,,,,,3/21/2016 17:39,other
2020,facebook,NY,US,40.71,-73.99,executive assistant,Management,,10.0,5.0,40.0,,10000.0,"20,000",,3/21/2016 17:39,other
2024,vanderbilt  medical center,,,,,systems software specialist,Software,,4.0,4.0,57000.0,0.0,0.0,0,,3/21/2016 17:41,other
2026,microsoft,,,,,sr. architect,Other,Senior,30.0,3.0,180000.0,,,,,3/21/2016 17:44,overDecade
2027,too small to say,,AU,-27.0,133.0,software engineer,Software,,6.0,0.0,99190.0,,,,,3/21/2016 17:44,other
2029,expedia,,,,,software developer,Software,,2.0,2.0,70000.0,,,,,3/21/2016 17:44,other
2030,freelance,NY,US,38.0,-97.0,designer/developer,Software,,10.0,10.0,100000.0,0.0,50000.0,0,,3/21/2016 17:45,other
2031,aol,,,,,software engineer,Software,,2.0,1.0,73500.0,,7350.0,,,3/21/2016 17:45,other
2033,amazon,,,,,system engineer,Engineering,,4.0,1.0,85000.0,14000.0,,,,3/21/2016 17:46,other
2035,accenture,,PH,13.0,122.0,associate manager,Management,,4.0,2.0,34500.0,,,-,,3/21/2016 17:47,other
2036,smartthings,,,,,senior software engineer,Software,Senior,11.0,1.0,140000.0,0.0,28000.0,0,,3/21/2016 17:47,overDecade
2039,carbonite,,,,,software engineer,Software,,3.0,2.0,90000.0,8000.0,9000.0,20000,,3/21/2016 17:48,other
2040,insight,AZ,US,38.0,-97.0,security engineer,Engineering,,10.0,8.0,99480.0,0.0,1.0,None,,3/21/2016 17:48,other
2042,ui programmer,,AR,-34.0,-64.0,php developer,Software,,7.0,0.5,900.0,,,,,3/21/2016 17:49,other
2043,enernoc,BC,CA,60.0,-95.0,software engineer,Software,,1.0,1.0,61000.0,0.0,2000.0,0,,3/21/2016 17:49,other
2044,etsy,,,,,software engineer,Software,,5.0,0.75,115000.0,0.0,0.0,4000,,3/21/2016 17:49,other
2045,random company,,,,,senior devops,Operations,Senior,5.0,3.0,28800.0,0.0,0.0,0,,3/21/2016 17:50,other
2050,google,,,,,software engineer,Software,,2.0,1.0,110000.0,7000.0,16500.0,46000,,3/21/2016 17:52,other
2052,freelance,,,,,web development consultant,Web,,7.0,2.0,30.0,0.0,0.0,0,,3/21/2016 17:52,other
2056,cerner,KS,US,38.0,-97.0,java contractor,Other,,13.0,1.0,170000.0,0.0,0.0,0,contract developer,3/21/2016 17:54,overDecade
2061,multinational in fmcg,,ES,40.0,-4.0,security manager,Management,,15.0,1.0,70000.0,7000.0,,,,3/21/2016 17:56,overDecade
2062,hpe,,,,,tech lead,Software,,22.0,1.0,3700000.0,,,,,3/21/2016 17:57,overDecade
2063,anonymous,NY,US,38.0,-97.0,software engineer,Software,,4.0,1.0,120000.0,5000.0,,"15,000",,3/21/2016 17:57,other
2064,microsoft,WA,US,47.68,-122.12,pm ii,Other,2,2.0,2.0,124000.0,0.0,10000.0,20000,,3/21/2016 17:58,other
2065,p tech,,,,,exec,Management,,11.0,1.0,275000.0,,20.0,na,,3/21/2016 17:58,overDecade
2066,choice hotels,AZ,US,33.53,-111.89,software engineer 3,Software,3,10.0,3.0,110000.0,2000.0,0.0,4000,,3/21/2016 17:59,other
2067,power utility,,NZ,-41.0,174.0,systems engineer,Engineering,,6.0,6.0,100000.0,0.0,0.0,0,,3/21/2016 18:00,other
2069,saas company,FL,US,27.75,-82.64,software developer,Software,,3.0,1.0,44000.0,0.0,0.0,1% stock,,3/21/2016 18:00,other
2070,amazon,,,,,web development engineer,Web,,6.0,1.0,95000.0,15000.0,0.0,"10,000",,3/21/2016 18:00,other
2071,sessionm,,,,,software engineer,Software,,3.0,1.0,90000.0,,,4000 Shares,,3/21/2016 18:00,other
2072,intuit,CA,US,37.41,-122.05,software engineer,Software,,1.0,1.0,102.0,10.0,12000.0,15000,I'm technically hourly @ $49/hour + overtime,3/21/2016 18:01,other
2075,public internet co,,,,,software engineer,Software,,14.0,1.0,175000.0,20000.0,0.0,150000,,3/21/2016 18:01,overDecade
2076,microsoft,,,,,software engineer,Software,,1.0,0.0,106000.0,5000.0,,60000,,3/21/2016 18:02,other
2077,chevron,TX,US,29.76,-95.38,geoscientific software developer,Software,,11.0,4.0,140000.0,12000.0,15000.0,0,,3/21/2016 18:02,overDecade
2078,fast enterprises,CO,US,38.0,-97.0,implementation consultant,Other,,2.0,0.0,80000.0,6000.0,5000.0,0,,3/21/2016 18:02,other
2079,apple,,,,,senior software engineer,Software,Senior,9.0,1.0,160000.0,0.0,10000.0,50000,,3/21/2016 18:03,other
2081,audience,,,,,senior software engineer,Software,Senior,5.0,3.0,700000.0,0.0,0.0,0,,3/21/2016 18:04,other
2082,small company,GA,US,33.64,-84.39,software engineer,Software,,3.0,3.0,80000.0,3000.0,5000.0,,,3/21/2016 18:04,other
2083,finra,WA,US,38.0,-97.0,data scientist,Data,,5.0,0.0,130000.0,8000.0,10.0,,This was an offer I just turned down to stay a contractor (wife has awesome benefits),3/21/2016 18:05,other
2084,psg tecnologia ltda,,BR,-10.0,-55.0,analista de sistemas,Other,,3.0,3.0,36276.0,0.0,3023.0,0,Values in BRL,3/21/2016 18:05,other
2085,deloitte,,,,,sse,Other,,15.0,1.0,95000.0,5000.0,0.0,0,Signing bonus weaveable,3/21/2016 18:05,overDecade
2086,fuze,MA,US,38.0,-97.0,support level 2,Other,2,3.0,1.0,43000.0,0.0,0.0,,,3/21/2016 18:06,other
2087,google,CA,US,37.41,-122.05,senior software engineer,Software,Senior,11.0,11.0,190000.0,7000.0,30000.0,150000,,3/21/2016 18:07,overDecade
